VendorCode,VendorName,PurchaseType,Amt,QYT,ItemDescription,ItemCode,ItemGroup,DocNum,Year,Month,DocType,DB,ReferenceNumber
LV0000309,مورد نقدي,Local Vendors,12.497,24,كولجيت معجون أسنان 100 ملم,1151132,Legumes & Spices,26000097,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.75,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000010,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000010,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,7.8,6,لويال مادة تلميع الاثاث 500 ملم *1,1151129,Legumes & Spices,26000011,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,7.8,6,لويال مادة تلميع الاثاث 500 ملم *1,1151129,Legumes & Spices,26000011,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,15,6,لويال ملين ملابس 1.5 لتر *1,1151122,Legumes & Spices,26000258,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,31.188,10,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000063,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,269.15,96,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000072,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,217.35,84,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000077,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,17.5,10,قشطة قرشلة مطحونة ناعم أو خشن او حار 1 كغم,1151092,Legumes & Spices,26000079,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,72,45,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000079,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,27,150,قشطة خبز شراك,1151066,Legumes & Spices,26000079,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,268.53,583,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000079,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,86.1,245,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000080,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.029,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000080,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000080,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,22,2,شيخ الكار سمن بلدي 1 كغم,1151091,Legumes & Spices,26000084,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,4.004,1.001,شيخ الكار جوز عين الجمل مقشر 1 كغم,1151098,Legumes & Spices,26000084,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.029,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000094,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000094,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.995,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000094,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,89.694,19.932,"شيخ الكار جوز هند (ناعم,خشن) 1 كغم",1151089,Legumes & Spices,26000098,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,66.667,20,شيخ الكار جميد بلدي 1 كغم,1151052,Legumes & Spices,26000100,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,217.308,84,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000108,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,53.609,17,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000119,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,1000.35,200,"شيخ الكار جوز هند (ناعم,خشن) 1 كغم",1151089,Legumes & Spices,26000120,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.952,48,كولجيت معجون أسنان 100 ملم,1151132,Legumes & Spices,26000488,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,309.38,620,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000143,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,255.657,93,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000143,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000150,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.365,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000150,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.75,245,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000150,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,10.738,26,قشطة خبز حمام 1 كغم,1151070,Legumes & Spices,26000175,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,296,740,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000175,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18,90,قشطة خبز شراك,1151066,Legumes & Spices,26000175,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,12.803,31,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000175,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,140,40,شيخ الكار جميد بلدي 1 كغم,1151052,Legumes & Spices,26000176,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,31.5,10,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000183,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,13,24,كولجيت معجون أسنان 100 ملم,1151132,Legumes & Spices,26000185,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,86.207,25,"شيخ الكار جوز هند (ناعم,خشن) 1 كغم",1151089,Legumes & Spices,26000193,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.75,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000194,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000194,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,2.4,1,لويال ملين ملابس 1.5 لتر *1,1151122,Legumes & Spices,26000230,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,86.1,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000231,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000231,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.025,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000231,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,17.16,36,كولجيت معجون أسنان 100 ملم,1151132,Legumes & Spices,26000232,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,37.4,12,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000237,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,31.5,10,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000256,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,10,5,لويال منظف أرضيات 2.4 لتر *1,1151120,Legumes & Spices,26000257,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,94.828,20,شيخ الكار جوز عين الجمل مقشر 1 كغم,1151098,Legumes & Spices,26000275,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,232.85,90,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000316,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,136.364,0.1,سمسم خام,1141002,Sesame,26000141,2026,01,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,86.1,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000302,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000302,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.029,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000302,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,310,620,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000303,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,256.029,93,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000303,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,17.5,5,"شيخ الكار جوز هند (ناعم,خشن) 1 كغم",1151089,Legumes & Spices,26000303,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,24,1,شيخ الكار هال حب 1 كغم,1151109,Legumes & Spices,26000303,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,2000,1200,شعبان سكر 3.5 كغم,1151040,Legumes & Spices,26000299,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,1896.552,400,شيخ الكار جوز عين الجمل مقشر 1 كغم,1151098,Legumes & Spices,26000253,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,291.6,729,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000325,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,10.4,26,قشطة خبز حمام 1 كغم,1151070,Legumes & Spices,26000325,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,13,65,قشطة خبز شراك,1151066,Legumes & Spices,26000325,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,12.4,31,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000325,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,20,1,شيخ الكار هال مطحون 1 كغم,1151096,Legumes & Spices,26000323,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,14,20,شيخ الكار سكر مطحون ناعم بودرة 1كغم,1151134,Legumes & Spices,26000323,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,86.1,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000326,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000326,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.025,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000326,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,3.017,5,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000326,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,623.55,1558,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000327,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,232.83,90,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000611,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,263.6,659,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000473,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,9.6,24,قشطة خبز حمام 1 كغم,1151070,Legumes & Spices,26000473,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,13,65,قشطة خبز شراك,1151066,Legumes & Spices,26000473,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,11.2,28,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000473,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,28.272,31,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000473,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,175,50,شيخ الكار جميد بلدي 1 كغم,1151052,Legumes & Spices,26000489,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,16.574,6,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000346,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,75.465,215,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000445,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000445,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.104,30,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000445,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,25.668,55.8,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000448,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,16.33,35.5,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000448,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,289.34,629,قشطة خبز كماج كبير 1 كغم,1151069,Legumes & Spices,26000448,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,15.75,22.5,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000448,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,96,60,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000448,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,14,8,قشطة قرشلة مطحونة ناعم أو خشن او حار 1 كغم,1151092,Legumes & Spices,26000448,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,6.029,2,الاسرة تمر مع بذور حبة طويلة نخب أول,1151045,Legumes & Spices,26000449,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,61.386,10,قشطة بسكوت سادة مغلف 500 غم,1151087,Legumes & Spices,26000451,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,7.759,10,شيخ الكار ملح ليمون 1 كغم,1151135,Legumes & Spices,26000471,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,130,13,شيخ الكار سمن بلدي 1 كغم,1151091,Legumes & Spices,26000472,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,110,10,شيخ الكار سمن بلدي 1 كغم,1151091,Legumes & Spices,26000472,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,285.906,102,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000474,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,151.4,378.5,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000475,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,5.625,45,قشطة خبز شراك,1151066,Legumes & Spices,26000475,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,1.35,1,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000475,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,68.64,195,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000476,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.8,22,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000476,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,21.105,35,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000476,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,280,560,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000479,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.75,15,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000479,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,231.336,84,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000479,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,70.058,23,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000352,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,163636.4,200,سمسم خام,1141002,Sesame,26000482,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,100,25,"شيخ الكار جوز هند (ناعم,خشن) 1 كغم",1151089,Legumes & Spices,26000837,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,3.33,3,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000447,2026,02,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,24.4,8,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000729,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,82.25,235,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000582,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000582,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,21.121,35,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000582,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,5.35,1,شيخ الكار جوز عين الجمل مقشر 1 كغم,1151098,Legumes & Spices,26000591,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,149.263,51,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000487,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,19.6,56,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000631,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,316.75,905,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000631,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,124,248,قشطة خبز حمام 1 كغم,1151070,Legumes & Spices,26000631,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,21,12,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000631,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,4,4,قشطة خبز برغر طحين زيرو 1 كغم,1151053,Legumes & Spices,26000631,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,14,14,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000631,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,115.83,330,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000632,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,12,30,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000632,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,21.12,35,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000632,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,58.08,165,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000636,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,6,15,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000636,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.005,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000636,2026,03,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.75,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000703,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000703,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,18.029,25,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000703,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,105,30,شيخ الكار جميد مستورد,1111001,Jameed,26000765,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,268.8,96,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000768,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,232.47,90,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000790,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,310.62,620,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000796,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,255.75,93,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000796,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,43.75,35,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000796,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,30.198,10,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000802,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.75,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000809,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000809,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,21.63,30,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,1151100,Legumes & Spices,26000809,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,23.6,8,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000836,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,268.35,0,,,,26000773,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,38.022,13,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,1151111,Legumes & Spices,26000689,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,125,125,قشطة قطايف 1 كغم,1151104,Legumes & Spices,26000728,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,143,357.5,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000770,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,2.86,20,قشطة خبز شراك,1151066,Legumes & Spices,26000770,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,1258.6,0,,,,26000794,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,10,8,سرور مربى نكهات مختلفة 400 غم 1*1,1151113,Legumes & Spices,26000844,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,85.75,245,قشطة خبز كماج صغير 1 كغم,1151071,Legumes & Spices,26000846,2026,04,فاتورة مشتريات,الشركة التجارية,
LV0000309,مورد نقدي,Local Vendors,8.4,21,قشطة خبز قمح أسمر(لمرضى السكري صغير),1151065,Legumes & Spices,26000846,2026,04,فاتورة مشتريات,الشركة التجارية,
